video_id,title,channel,label
raf1BdMWlPA,"Breaking & Building Habits: Timelines, Difficulties & Solutions | Charles Duhigg",Peter Attia MD,
-x3VV_H6ZZ4,The Invisible Patterns That Shape Your Decisions | Charles Duhigg,Peter Attia MD,
bkVSzEwpBPI,Efficiency Vs. Productivity | Charles Duhigg,Peter Attia MD,
ZsYv0iaRpCo,Building Good Habits in Children  | Charles Duhigg,Peter Attia MD,
yhLHfPZEKgU,360 ‒ How to change your habits: why they form and how to build or break them,Peter Attia MD,
1JnLQKhNSq0,"Foot Pain Starts Here: Common Toe Injuries & Solutions | Courtney Conley, D.C.",Peter Attia MD,
BTMFjyh9v_o,"Do Longevity Drugs Have Additive Benefits? | Brian Kennedy, Ph.D.",Peter Attia MD,longevity
UFUIy5U5tVs,"Minimalist Shoes Bad for Runners? | Courtney Conley, D.C.",Peter Attia MD,
3NJv_7PxGws,"Reversing Epigenetic Age with Alpha-Ketoglutarate? | Brian Kennedy, Ph.D.",Peter Attia MD,
_ddXXvJwi_g,"Bunions & Hammer Toes: Causes, Symptoms, & Solutions | Courtney Conley, D.C.",Peter Attia MD,
818-8vS5JpA,"359 ‒ How metabolic and immune system dysfunction drive the aging process, NAD, aging clocks, & more",Peter Attia MD,
rcblhTAV1qs,"(QPS 6 trailer) Peter's takeaways: HRT, skincare, aging, fertility, and life lessons",Peter Attia MD,
GqooAZ48TIM,"Biological Age vs. Real Age: Which Matters More? | Brian Kennedy, Ph.D.",Peter Attia MD,
0lUvqCp5-Bo,My technique for getting back on the rails when my sweet tooth is getting the best of me.,Peter Attia MD,
acBTr0KkRnE,"Longevity Science vs. Hype | Brian Kennedy, Ph.D.",Peter Attia MD,longevity
1N1sM5sCRc4,"What is the best way to determine “biological” age? Is it an age clock? I would argue, not yet…",Peter Attia MD,
kYjjqMiSfXM,"What Really Causes Aging? Brian Kennedy, Ph.D.",Peter Attia MD,
bNC0dVf52QI,"Can Humans Become Physically Immortal? | Brian Kennedy, Ph.D.",Peter Attia MD,
7yNvz_0Q1eQ,"357 ‒ A new era of longevity science: models of aging, rapamycin trials, biological clocks, & more",Peter Attia MD,longevity
ud2DEmXAAMc,"(AMA 73 trailer) Preserving brain health, optimizing exercise programming, & improving body comp",Peter Attia MD,
arub7Rhn3tY,What Happens to Bones When You Stop Moving  | Peter Attia AMA 37,Peter Attia MD,
ONyd2tQPRgQ,Not All DEXA Scans Are Equal—Here’s What to Look For  | Peter Attia AMA 37,Peter Attia MD,bones
7PdloOZDjd8,Kids' Bone Health: What Parents Should Know | Peter Attia AMA 37,Peter Attia MD,
xYX188THLCw,Top Risk Factors for Osteoporosis  | Peter Attia AMA 37,Peter Attia MD,bones
iDbrmvWgPKE,How to Build Stronger Bones  | Peter Attia AMA 37,Peter Attia MD,
_KQ9P6mM5uA,How Falls Become Fatal After Age 65 | Peter Attia AMA 37,Peter Attia MD,nutrition
Zld5iuH5anQ,Navigating bone health: early life influences & strategies for improvement & injury prevention,Peter Attia MD,
ojwIjJ_x0Sg,"A Complete Guide to Skin Treatments | Tanuj Nakra, M.D. & Suzan Obagi, M.D.",Peter Attia MD,
6gt0Bt_Buu4,"I Want to Look 10 Years Younger — What Next? | Tanuj Nakra, M.D. & Suzan Obagi, M.D.",Peter Attia MD,
MFDrptiROUE,"Social Media's Impact on Beauty Standards | Tanuj Nakra, M.D. & Suzan Obagi, M.D.",Peter Attia MD,
0UigeHnCEoU,"Aging Prevention: How to Stay Ahead of Facial Aging | Tanuj Nakra, M.D. & Suzan Obagi, M.D.",Peter Attia MD,
9JViescma2s,"The Evolution of Beauty | Tanuj Nakra, M.D. & Suzan Obagi, M.D.",Peter Attia MD,
kQTO9RcWr2M,"What Really Causes Under-Eye Bags and Sagging Skin | Tanuj Nakra, M.D. & Suzan Obagi, M.D.",Peter Attia MD,
9iHxTvG1_3k,"355 – Skincare strategies, the science of facial aging, and cosmetic-intervention guidance",Peter Attia MD,
ekdILo2HAI0,"How Culture Shapes the Way We Die | with BJ Miller, M.D. & Bridget Sumer, L.C.S.W.",Peter Attia MD,
2_di2UOiyKI,"The Difference Between Palliative and Hospice Care | with BJ Miller, M.D. & Bridget Sumer, L.C.S.W.",Peter Attia MD,
KcYTCiIn4Dk,"What Happens in the Final 24 Hours of Life | with BJ Miller, M.D. & Bridget Sumer, L.C.S.W.",Peter Attia MD,
oC61hLsXSqo,"Advance Directives: Why You Shouldn't Wait | with BJ Miller, M.D. & Bridget Sumer, L.C.S.W.",Peter Attia MD,
5HVa2sqhjJc,"What the Dying Teach Us About Living | with BJ Miller, M.D. & Bridget Sumer, L.C.S.W.",Peter Attia MD,
9OuFfFN-Fak,"“We Die How We Live”: The Power of Self-Forgiveness | with BJ Miller, M.D. & Bridget Sumer, L.C.S.W.",Peter Attia MD,
EBVsRIRj31Q,354 – What the dying can teach us about living well: lessons on life and reflections on mortality,Peter Attia MD,
xpPx0U0g2Bs,"(AMA 72 Trailer) Fasting: benefits for body composition and disease prevention, & potential risks",Peter Attia MD,
RJxINGRzrwQ,"How to Choose the Right IVF Clinic | Paula Amato, M.D.",Peter Attia MD,
ILHoUhUV6go,"Is Infertility Becoming More Common? | Paula Amato, M.D.",Peter Attia MD,
qz28W094110,"Polycystic Ovary Syndrome (PCOS) Treatment Most Women Never Hear About | Paula Amato, M.D.",Peter Attia MD,
JJh6xL3vwUs,"In Vitro Fertilization: The IVF Process Start to Finish | Paula Amato, M.D.",Peter Attia MD,
I7bC7ELb2Ek,"Extending Fertility With Egg Freezing: Age, Cost & Success | Paula Amato, M.D.",Peter Attia MD,
YCe5j6q3NeY,"Female Fertility Cycle: Ovulation to Implantation | Paula Amato, M.D.",Peter Attia MD,
UvgPh7wSH94,"352 ‒ Female fertility: reproductive health, treating infertility & PCOS, and the IVF process",Peter Attia MD,
w_eeeV1tPUU,"Can a Semen Analysis Predict Fertility? | Paul Turek, M.D.",Peter Attia MD,
Wgwc1bOpT6I,"Can You Recover Fertility After Taking Testosterone? | Paul Turek, M.D.",Peter Attia MD,
sC3_H4HRSB0,"When to Have Sex for the Highest Chance of Getting Pregnant | Paul Turek, M.D.",Peter Attia MD,
vuN6_LBYps4,"Sperm Banking: When, Why, and How Much | Paul Turek, M.D.",Peter Attia MD,
RlrXS0hibWg,"How Temperature Affects Male Fertility | Paul Turek, M.D.",Peter Attia MD,
vbggTamb-p0,"Microplastics, Stress, and Male Fertility | Paul Turek, M.D.",Peter Attia MD,longevity
RCGX5J3VQj0,"351 ‒ Male fertility: optimizing reproductive health, treating infertility, & navigating TRT",Peter Attia MD,
CFXe36Bh4dQ,"350 ‒ Injury prevention, recovery, and performance optimization for every decade",Peter Attia MD,
hnamfo1AzWc,Medicine 3.0: Rethinking Prostate Cancer Screening,Peter Attia MD,longevity
q1YQelac2iE,(AMA 71 Trailer) Building strength and muscle mass: optimize training & nutrition for longevity,Peter Attia MD,longevity;nutrition;training
K30a74H7s-s,"Menopause HRT: Avoid These Doctor Red Flags | Rachel Rubin, M.D.",Peter Attia MD,
czA7AHaujKU,"Testosterone for Women: Myths, Truths, and Real Benefits | Rachel Rubin, M.D.",Peter Attia MD,
KiZ7KauLOfQ,"Is It Too Late for Hormone Therapy After Menopause? | Rachel Rubin, M.D.",Peter Attia MD,
bf67e1Uw_Q8,"Menopause Misconceptions Are Hurting Millions of Women | Rachel Rubin, M.D.",Peter Attia MD,
ESGePceUSPE,"How to Choose the Right HRT Provider | Rachel Rubin, M.D.",Peter Attia MD,
MDz2tMSEOks,"How Fear of Hormone Therapy Harmed an Entire Generation | Rachel Rubin, M.D.",Peter Attia MD,
W0XW6av2wLQ,"348 ‒ Women’s sexual health, menopause, and hormone replacement therapy (HRT)",Peter Attia MD,
7soj_KFcY9o,"Should You Ask for a Pain Doctor Before Surgery | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
zErri2ltUrc,Fueling for Performance: The Products Elite Athletes Use | Olav Aleksander Bu,Peter Attia MD,
7U2ay6hRZ30,"The Hidden Factors That Predict Long-Term Opioid Use | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
q4Cu7uMdKNQ,Lactic Acid Myth: Buffering the Real Culprit | Olav Aleksander Bu,Peter Attia MD,
iwmcS3ODhlw,"Pain Tolerance: Not All Pain Is Equal | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
q4YNeTCTxVM,Running’s New Edge: Power Meter Shoe Tech | Olav Aleksander Bu,Peter Attia MD,
kHyEwDWBNZ0,"Peter's takeaways on sleep, chronic pain, cancer drugs, AI in healthcare, & more (QPS 5 sneak peek)",Peter Attia MD,sleep
ZKEwzjDjoC4,"The 4 Types of Pain: What Type of Pain Are You Actually Feeling? | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
_dc9d22Oeio,"AI Transforming Medicine: The Next Big Healthcare Unlock | Susan Desmond-Hellmann M.D., M.P.H",Peter Attia MD,
r0daB5ODpw8,"From the Front Lines of Africa’s AIDS Crisis | Susan Desmond-Hellmann M.D., M.P.H",Peter Attia MD,longevity
B4Ilh8xKGoc,"Chronic Pain & Muscle Relaxants: Neurontin and Baclofen | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
axEWK1VuAFo,"AI in Medicine: The Top Two Priorities | Susan Desmond-Hellmann M.D., M.P.H",Peter Attia MD,
C6Tr7TCMVIQ,"How a Drug Gets Approved: Safety, Trials, and Funding | Susan Desmond-Hellmann M.D., M.P.H",Peter Attia MD,
ib88qkNY3LQ,346 - Scaling biotech and improving global health: lessons from an extraordinary career in medicine,Peter Attia MD,
lE0k86SeVSY,"Fibromyalgia Explained: Symptoms, Science & Stigma | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
yRTR8976fBA,"Can We Objectively Measure Pain?  | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
d0S7_H0UdjY,"Low-Dose Naltrexone: Hype, Hope, or Homerun? | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
fUnXhZuaYEs,"The Opioid Crisis: The Perfect Storm | Sean Mackey, M.D., Ph.D.",Peter Attia MD,longevity
C3lAz4h1muU,"Ibuprofen, Naproxen, Celecoxib: When Are NSAIDs Actually Appropriate | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
h0UceZ3YXoA,"Is Consciousness Required to Feel Pain? | Sean Mackey, M.D., Ph.D.",Peter Attia MD,
SsHdjDFNbp4,"345 ‒ Chronic pain: pathways, treatment, and the path to physical and psychological recovery",Peter Attia MD,
7ctqPdr99e4,AI and Longevity: Hypothesizing What Lies Ahead | Mike Israetel,Peter Attia MD,longevity
Mok14TQkTs8,"Prostate Cancer: Radiation vs. Surgery | Sanjay Mehta, M.D.",Peter Attia MD,
_0McpRI0ZJc,Training Intensity & Volume to Balance Gains and Fatigue | Mike Israetel,Peter Attia MD,nutrition
Rlx7clXetTI,Nicotine vs. Tobacco: Is Nicotine Dangerous on Its Own? | Peter Attia,Peter Attia MD,
INcIStIWPmc,"Train Smarter, Not Harder: Understanding Central Nervous System Fatigue | Mike Israetel",Peter Attia MD,nutrition
cGZmIW106mc,"Cognitive Behavioral Therapy: A Beginner’s Guide | Ashley Mason, Ph.D.",Peter Attia MD,
sPOFrrfqWDg,"Nicotine: impact on cognition, performance, mood, health risks, and more (AMA 70 sneak peek)",Peter Attia MD,neuro
hdloS9_1nrc,"Radiation Fear vs. Reality: What the Public Gets Wrong | Sanjay Mehta, M.D.",Peter Attia MD,
lNQOroUs7LA,"Finding the Best Radiation Oncologist: What to Look For & Questions to Ask | Sanjay Mehta, M.D.",Peter Attia MD,
sx3YoW41dpc,"Radiation for Breast Cancer: Side Effects, Support & What To Expect | Sanjay Mehta, M.D.",Peter Attia MD,
ipZHLIKcAqM,"Radiation Dose from Medical Imaging: X-Rays, CTs, and Mammograms Explained | Sanjay Mehta, M.D.",Peter Attia MD,
7ogQxzGKFDo,"Radiation for Arthritis, Tendonitis, and Injuries: The Unexpected Benefits | Sanjay Mehta, M.D.",Peter Attia MD,
fyFcv-_OXuU,"Radiation Fallacies: What Is Radiation, Understanding Risk, Exposure & Dose | Sanjay Mehta, M.D.",Peter Attia MD,
xtgQUiBuGVI,"343–The evolving role of radiation: cancer treatment, low-dose treatments for arthritis, & much more",Peter Attia MD,
4_djjZewu4M,The Leading Causes of Death - The 4 Horsemen of Chronic Disease,Peter Attia MD,
iuBOh9nlTGs,Longevity Q&A with Peter Attia,Peter Attia MD,longevity
KCZVmDwS3XY,The Longevity Toolkit: Peter Attia’s 5 Tactics to Improve Longevity,Peter Attia MD,longevity
6KD6WFUIb0k,How People Over 65 Can Reduce Their Fall Risk | Peter Attia,Peter Attia MD,
wdEhREszsMk,How to Get Your Insulin to a Normal Level | Ralph DeFronzo,Peter Attia MD,insulin
xMoHsyd_mNc,Peter Attia’s Definition of Longevity,Peter Attia MD,longevity
rRZs9xJ0ulo,342 ‒ Aging well: Peter shares strategies for improving longevity with residents at senior living,Peter Attia MD,longevity
z3OlgZq6CzI,"How to Get Off of Sleep Medication  | Ashley Mason, Ph.D.",Peter Attia MD,sleep
Yxlh7xLMGwE,"CBT-I Explained: The Proven Method to Cure Insomnia Without Medication  | Ashley Mason, Ph.D.",Peter Attia MD,sleep
i7UCz7QVND8,"Social Jet Lag: How to Balance Sleep & Social Life  | Ashley Mason, Ph.D.",Peter Attia MD,sleep
4xfX5DIticw,"Sleep Hygiene 101: The Best (and Worst) Habits for Better Sleep  | Ashley Mason, Ph.D.",Peter Attia MD,sleep
jgyuoQ_j8yQ,"Time-in-Bed Restriction Explained: How to Reprogram Your Sleep  | Ashley Mason, Ph.D.",Peter Attia MD,sleep
Uqb8cXYARJw,"How to Fall Asleep & Stay Asleep | Ashley Mason, Ph.D.",Peter Attia MD,sleep
NneZHMv7VBU,341 - Overcoming insomnia: improving sleep hygiene and treating disordered sleep with CBT-I,Peter Attia MD,sleep
_xLLwilko8A,Healing Through Storytelling: How to Overcome the Past | Jeff English,Peter Attia MD,
IsmBq0v50k4,Five Ways to Reduce Your Microplastic Exposure | Peter Attia,Peter Attia MD,longevity
1t6JztkC0C0,Peter Attia's VO₂ Max Training Protocol,Peter Attia MD,
10rLYio583E,Breakthroughs in Belief: How to Transform Your Mindset for Success | Jeff English,Peter Attia MD,
-JMjiNAIa5o,Healthspan: What It Means and Why It Matters to You,Peter Attia MD,longevity
M9qQ0P4EnxY,The Difference Between Shame and Guilt | Jeff English,Peter Attia MD,
U04FXYTIkD0,"Scrutinizing supplements: creatine, fish oil, vitamin D, and more (AMA 69 Sneak Peek)",Peter Attia MD,bones;longevity;supplements
ZEuPJGqRgkk,Walking the talk: How clinicians at The Bridge lead by example | Jeff English,Peter Attia MD,
PJbETLgiH3g,How to find the right therapist | Jeff English,Peter Attia MD,
I9c21jTPzgQ,Understand your reluctance for addressing your trauma | Jeff English,Peter Attia MD,
aAizX_Fs0i4,How to know if you’ve experienced trauma | Jeff English,Peter Attia MD,
zByAyJsw644,The trauma tree: four types of trauma & the five ways they manifest | Jeff English,Peter Attia MD,
qPm8iQ_Xj-8,The definition of trauma | Jeff English,Peter Attia MD,
mE5vd98mohY,339 - Unpacking trauma: How early wounds shape behavior and the path toward healing,Peter Attia MD,
OIpSa7GEVpg,"Advice for parents trying to find and evaluate care for children with autism, ADHD, or anxiety",Peter Attia MD,neuro
_Lv02u9vNYg,"Assessing the pros and cons of medicating children for ADHD, anxiety, & other psychiatric disorders",Peter Attia MD,neuro
ELOAyMAosGc,What is autism spectrum disorder (ASD)? | Trenna Sutcliffe and Peter Attia,Peter Attia MD,
Nx4Qk1ybrb0,Why are autism rates increasing? | Trenna Sutcliffe and Peter Attia,Peter Attia MD,longevity
DozJQanFDNk,How is autism spectrum disorder (ASD) diagnosed? | Trenna Sutcliffe and Peter Attia,Peter Attia MD,
rKifrUWMgtY,What is insulin resistance? | Dr. Ralph DeFronzo,Peter Attia MD,insulin;training
z3_R_7gBU64,"Peter’s takeaways on aerobic exercise and VO2 max, insulin resistance, and more (QPS 4 sneak peek)",Peter Attia MD,insulin;training
_CWDr8qo0dQ,The top drugs for diabetics | Dr. Ralph DeFronzo,Peter Attia MD,
QGIFdakceHM,Pros & cons of GLP-1 weight loss drugs |  Dr. Ralph DeFronzo,Peter Attia MD,weight
MPsLGrBR2EE,The triple therapy: three free drugs that work better for diabetics | Dr. Ralph DeFronzo,Peter Attia MD,
tJTOP33r2Uo,What is causing the current diabetes epidemic? | Dr. Ralph DeFronzo,Peter Attia MD,
loq4VCtncmc,Should children be on GLP-1 weight loss drugs? |  Dr. Ralph DeFronzo,Peter Attia MD,weight
YRErDvfY3DI,GLP-1 agonists and the willpower myth,Peter Attia MD,weight
vYQaLV3Fm00,"337- Insulin resistance masterclass: The full body impact of metabolic dysfunction, treatment & more",Peter Attia MD,insulin;training
B9eJIpRHNjc,Why strength training is the best time-efficient investment for health | Mike Israetel,Peter Attia MD,training
h_6i71Guu_o,GLP-1 agonists in bodybuilding and weight management: moral and philosophical implications,Peter Attia MD,weight
fopgOjMINEM,"Long-term impacts of steroid use: muscle retention, impact after discontinuation, and more",Peter Attia MD,
6yXG2_amqb4,"Anabolic steroids: effects, risks, and insights | Mike Israetel & Peter Attia",Peter Attia MD,
ERvWx3b9eH0,"The importance of nutrition, protein intake, and consistency in training and diet for muscle growth",Peter Attia MD,nutrition
rekea6OQ2lc,"Training plateaus: optimizing exercise selection, intensity, and recovery for muscle growth",Peter Attia MD,
rglGVlBMko8,"Fasting, well-balanced diets, alcohol, exercise, assessing cardiovascular health (AMA 68 Sneak Peek)",Peter Attia MD,nutrition
s7iUcvcwL2U,How statins might affect brain cholesterol synthesis and cognitive function | Tom Dayspring,Peter Attia MD,cardio
sw15YhYF12Q,Why cholesterol is critical for brain function | Tom Dayspring and Peter Attia,Peter Attia MD,longevity
hxtPuBCXW_Y,The limitations of using HDL cholesterol as a marker for heart health | Tom Dayspring,Peter Attia MD,cardio
CiFyTcV7GZY,How to find a good personal trainer | Mike Israetel and Peter Attia,Peter Attia MD,
MwSEcUrJ_lM,Simple and effective 2-day strength training program for beginners | Mike Israetel and Peter Attia,Peter Attia MD,training
VhkxTq-fxJc,"335 ‒ The science of resistance training, building muscle, and anabolic steroid use in bodybuilding",Peter Attia MD,training
3UR4Gu_bKRg,Why you should get a colonoscopy and what to ask your doctor when it’s over,Peter Attia MD,gut
3a0ObEEqmBs,Reframing: emotional health benefits and examples of how to use it,Peter Attia MD,
Qdop-xHnUOk,Why rate of perceived exertion (RPE) is the best metric for identifying Zone 2 training,Peter Attia MD,training
LdxSeNQnYD8,How aging and lifestyle factors contribute to rising ApoB and LDL cholesterol levels,Peter Attia MD,cardio
kj0-hpLMJZo,Why ASCVD is a silent killer and how early detection can save your life | Tom Dayspring,Peter Attia MD,
amPydLMUeVU,"Defining atherosclerotic cardiovascular disease (ASCVD): development, risks, & physiological impact",Peter Attia MD,
5hiLY5oFprY,"334 - Cardiovascular disease, the number one killer: development, biomarkers, apoB, and more",Peter Attia MD,cardio
iYAqE_xMBnE,Do resveratrol and NAD precursors promote longevity?,Peter Attia MD,longevity;supplements
ez9PWjH2pWo,Do GLP-1 receptor agonists like Ozempic and Wegovy help slow aging or increase lifespan?,Peter Attia MD,longevity;weight
sSkdlu5eRNQ,Does exercise slow aging?,Peter Attia MD,
BmHunSWUsqQ,The difference between biologic and chronologic age,Peter Attia MD,
OK0hv6CUz70,"Proactive healthcare: rethinking health, disease, and the role of aging",Peter Attia MD,
TsVCgQHo23g,Defining healthspan and why the US struggles with life expectancy despite high healthcare spending,Peter Attia MD,longevity
NU98SXBCjz4,"333 ‒ Longevity roundtable—the science of aging, geroprotective molecules, & lifestyle interventions",Peter Attia MD,longevity
FVGogxNfajg,Nature vs. nurture's impact on longevity | Nir Barzilai and Peter Attia,Peter Attia MD,longevity
mQzWstYINUo,What is healthspan? | Nir Barzilai and Peter Attia,Peter Attia MD,longevity
J2dsThiL8GU,Body weight set points: why maintaining weight loss is so difficult | Stephan Guyenet,Peter Attia MD,weight
smsblgSCWGo,The relationship between protein intake and aging | Matt Kaeberlein and Peter Attia,Peter Attia MD,nutrition
2If31DruBsg,"Caloric restriction's impact on muscle mass, strength, and the immune system | Matt Kaeberlein",Peter Attia MD,longevity;training
-xcvWKurtPI,What are epigenetic clocks used for? | Matt Kaeberlein and Peter Attia,Peter Attia MD,
Y5ETarBL-Jc,"Microplastics, PFAS, and phthalates: health risks & minimizing exposure (AMA 67 sneak peek)",Peter Attia MD,longevity
VkxOzxtf1RU,The link between cardiorespiratory fitness and brain health | Rhonda Patrick and Peter Attia,Peter Attia MD,
3nJooYCw6dI,Exercise: the key to improving all aspects of health | Rhonda Patrick and Peter Attia,Peter Attia MD,
1dTugkSSS2k,Supplements that can improve VO₂ max | Olav Aleksander Bu and Peter Attia,Peter Attia MD,supplements
